Time,Country Name,GDP per capita (current US$) [NY.GDP.PCAP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],Trade (% of GDP) [NE.TRD.GNFS.ZS],"Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]",Gross savings (% of GDP) [NY.GNS.ICTR.ZS],"Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]","Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]","Manufacturing, value added (% of GDP) [NV.IND.MANF.ZS]","Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]"
2020,Bangladesh,1961.613749,2.476359852,30.51946525,0.3538665339,35.5768976,,5.413000107,18.51181332,,
2020,Barbados,15373.8547,-19.07818762,,5.932548665,,,10.37699986,,,
2020,Belarus,6424.152176,-0.479446185,120.6823531,2.309393739,28.21011251,4.050000191,4.768000126,21.47721862,,
2020,Belgium,45159.34822,-6.206770308,158.6213968,-3.366917709,25.00288682,5.550000191,5.550000191,12.37946573,,
2020,Belize,4115.177008,-15.58274144,85.62897947,4.657074363,17.8121649,,8.461999893,7.437907629,,
2020,Benin,1291.040972,1.090098527,44.83323338,1.123619207,,,1.583999991,9.687913103,,
2020,Bermuda,107079.4798,-6.329424296,72.07242755,6.963889747,39.79424802,,,,,
2020,Bhutan,3000.779327,-11.0690288,76.24070411,-0.1203643409,18.22258117,,3.648999929,5.946177845,,
2020,Bolivia,3133.099803,-10.07858035,45.67144207,-3.05165235,12.51691409,7.900000095,7.900000095,10.84437221,,
2020,Bosnia and Herzegovina,6079.738285,-2.601434704,83.00364928,2.057201298,15.72343724,15.86999989,15.26500034,12.83827131,,
2020,Botswana,6404.899932,-10.35764812,77.13946604,0.5315573569,27.9369657,24.93000031,24.93000031,5.620843292,,
2020,Brazil,6796.844542,-4.740553195,32.35429588,2.615450712,15.03965848,13.93000031,13.68999958,9.769890055,,
2020,British Virgin Islands,,,,,,,,,,
2020,Brunei Darussalam,27442.95383,0.165658548,110.2910037,4.710565406,50.90864167,7.409999847,7.68200016,15.76985851,,
2020,Bulgaria,10079.20338,-3.811515942,109.1775275,3.866025509,21.22259091,5.119999886,5.119999886,,,
2020,Burkina Faso,857.9327297,-0.9071605231,,0.8283650448,,,4.894999981,9.302578012,,
2020,Burundi,238.9907259,-2.740708463,32.90127747,0.2131437612,,,1.707000017,,,
2020,Cabo Verde,3064.272388,-15.71099847,84.69273656,4.35025355,33.81309085,,15.30599976,7.347107713,,
2020,Cambodia,1543.669258,-4.494042119,123.8104028,14.04435107,27.41739185,,0.3310000002,16.4305741,,
2020,Cameroon,1537.130218,-2.042454665,33.26117122,1.654689619,13.39959358,,3.836999893,13.29065202,,
2020,Canada,43294.64816,-6.259992165,60.78253044,1.614085262,18.88341052,9.460000038,9.460000038,,,
2020,Cayman Islands,85082.52686,-7.825908519,106.6788282,422.4363234,,,,,,
2020,Central African Republic,492.7958712,-0.9368364876,52.2016,1.459912407,,,6.356999874,17.70327266,,
2020,Chad,659.270045,-3.835675153,68.00884775,5.149954271,,,1.741999984,3.157996908,,
2020,Channel Islands,,,,,,,7.68599987,,,
2020,Chile,13231.70421,-6.580755715,57.8418362,3.371548091,21.12871274,11.18000031,11.18000031,9.929367912,,
2020,China,10434.77519,2.116522893,34.50688786,1.443181357,44.53311594,,5,26.17590672,,
2020,Colombia,5334.556042,-7.791201023,33.65364723,2.747823104,13.66877599,15.03999996,15.03999996,11.01522259,,
2020,Comoros,1420.661747,-2.276950715,33.4028757,0.3135440576,9.521053317,,9.222999573,,,
2020,"Congo, Dem. Rep.",543.9503925,-1.412051028,58.49134402,3.075078538,22.35771003,,5.265999794,18.99122966,,
2020,"Congo, Rep.",1846.131297,-10.2397571,110.0669814,39.41772089,,,22.84300041,,,
2020,Costa Rica,12140.85415,-4.940398899,61.3283456,3.400338279,13.41785218,17.40999985,17.40999985,12.49802107,,
2020,Cote d'Ivoire,2325.723705,-0.599377217,42.01533423,0.8289206155,,,3.487999916,11.19580966,,
2020,Croatia,14134.16268,-7.689829692,90.80771501,2.060637543,21.89426149,7.510000229,7.510000229,12.12449825,,
2020,Cuba,9477.852873,-10.89434366,15.68298681,,,,2.624000072,11.19681049,,
2020,Curacao,16745.72431,-17.12241733,,6.092454899,,19.06999969,,4.147444389,,
2020,Cyprus,27527.84531,-6.516627349,154.582736,-1.329577204,8.773001842,7.590000153,7.590000153,5.543676339,,
2020,Czech Republic,22931.2746,-6.035773782,135.1522824,2.620839149,28.76647959,2.549999952,2.549999952,21.90738002,,
2020,Denmark,61063.31643,-2.347336032,103.3122488,0.4444787411,31.06432387,5.639999866,5.639999866,13.95652296,,
2020,Djibouti,3425.484176,-0.9693517827,293.77512,4.675295537,33.11782254,,28.38999939,,,
2020,Dominica,7003.859021,-16.81690055,,4.359250189,,,,2.886776653,,
2020,Dominican Republic,7268.19691,-7.657060908,44.29365655,3.114096353,23.0057303,6.130000114,6.130000114,14.44505942,,
2020,Ecuador,5600.389615,-9.15874487,43.28601801,1.164118072,25.06713619,6.110000134,6.110000134,15.57044211,,
2020,"Egypt, Arab Rep.",3569.206841,1.599848592,33.75918019,1.602123894,11.12268806,7.940000057,9.166999817,16.37759137,,
2020,El Salvador,3798.636521,-9.041506281,69.42698322,1.211511262,18.39715534,5.019999981,6.248000145,14.89334673,,
2020,Equatorial Guinea,7143.238705,-8.079632568,89.77526962,5.28739094,,,9.901000023,20.65908459,,
2020,Eritrea,,,,,,,7.864999771,,,
2020,Estonia,23027.027,-3.254306892,141.869363,11.53720812,,6.800000191,6.800000191,12.86030781,,
2020,Eswatini,3424.282212,-2.868343171,87.32374995,1.109302017,15.23783985,,25.50900078,26.5679741,,
2020,Ethiopia,936.3404611,3.395270066,24.01823285,2.225647891,27.24344731,,3.236999989,5.303906383,,
2020,Faroe Islands,,,,,,,,,,
2020,Fiji,5057.631913,-16.32193256,70.72753344,5.279816365,20.24785022,,4.715000153,11.76836861,,
2020,Finland,48744.98813,-2.96029271,72.07539656,-0.8786805245,24.9391039,7.760000229,7.760000229,14.46456413,,
2020,France,39030.36037,-8.050310081,57.76742833,0.5034581053,21.4730822,8.010000229,8.010000229,9.391452368,,
2020,French Polynesia,,-8.132426894,,,,,14.09599972,,,
2020,Gabon,6881.715192,-4.181858235,70.43735,11.20670487,,,21.97200012,18.26881325,,
2020,"Gambia, The",773.0020701,-3.063275248,44.88740366,10.14814965,32.478643,,11.08100033,2.840589778,,
2020,Georgia,4266.690795,-6.605768592,93.87579825,3.369637427,11.32178456,18.5,18.5,9.345305687,,
2020,Germany,46208.42947,-4.738789048,81.10854743,2.927847966,28.11922155,3.809999943,3.809999943,18.17006972,,
2020,Ghana,2205.529016,-1.702517021,68.04327591,2.737079379,24.61194344,,4.651000023,10.47380636,,
2020,Gibraltar,,,,,,,,,,
2020,Greece,17622.541,-8.967905616,71.58292062,1.74948781,7.311520342,16.29999924,16.29999924,8.929746604,,
2020,Greenland,,,,,,,,,,
2020,Grenada,9261.551876,-14.10422464,,14.27994345,,,,3.128972234,,
2020,Guam,34624.34013,-12.62715267,64.09993155,,,,6.802000046,,,
2020,Guatemala,4603.339617,-3.004903397,41.84062445,1.099739276,18.4315024,,3.552999973,14.08969005,,
2020,Guinea,1194.037865,4.04316299,90.2278938,1.124605748,24.00255042,,6.103000164,8.635396659,,
2020,Guinea-Bissau,727.5201717,-4.734913754,43.63584037,1.425546553,,,6.736999989,,,
2020,Guyana,6955.939217,42.78930049,,21.83195945,,,16.43099976,4.244023924,,
2020,Haiti,1272.367992,-4.525491823,37.41389173,0.2067793575,,,15.45100021,17.63777736,,
2020,Honduras,2389.012431,-10.42150115,85.75374539,0.9974412803,21.88423021,10.97999954,8.373000145,16.02880559,,
2020,"Hong Kong SAR, China",46323.86344,-5.760112706,351.6639911,33.8883639,25.5242725,5.829999924,5.829999924,0.9428923399,,
2020,Hungary,15980.74089,-4.466672357,157.2583619,108.4204977,25.80371691,4.25,4.25,17.49017301,,
2020,Iceland,59270.18005,-7.999645528,69.21221881,-4.725472159,17.03186248,5.480000019,5.480000019,8.693796708,,
2020,India,1927.707823,-8.164893908,37.87099791,2.419414715,30.73288207,4.679999828,7.997000217,13.0952264,,
2020,Indonesia,3869.588427,-3.10714219,33.19058865,1.806662333,29.60975533,4.25,4.28000021,19.87826568,,
2020,"Iran, Islamic Rep.",2422.480657,2.06002955,51.29436695,0.6595524646,,9.68999958,12.16899967,17.69140221,,
2020,Iraq,4145.862936,-17.58660744,,-1.886937457,,,14.0880003,3.012688227,,
2020,Ireland,85267.76474,4.587090685,239.9510293,7.619753275,37.38271492,5.619999886,5.619999886,34.51643908,,
2020,Isle of Man,,,,,,,,,,
2020,Israel,44168.94364,-3.882774202,51.41462421,5.964911831,27.57502153,4.329999924,4.329999924,11.32376661,,
2020,Italy,31714.22095,-8.670919099,55.08529629,-1.169631585,21.33881322,9.159999847,9.159999847,14.84604408,,
2020,Jamaica,4664.530242,-10.39158965,89.97450707,1.919290442,28.38034758,6.5,9.479999542,7.952705946,,
2020,Japan,40193.25244,-4.260289561,31.07269256,1.240136145,26.79516777,2.799999952,2.799999952,,,
2020,Jordan,4282.765825,-2.530193235,65.37192257,1.643173068,3.988260486,19.21999931,19.02599907,17.27052799,,
2020,Kazakhstan,9122.23343,-3.751691999,56.21952304,4.329217947,26.31922124,4.889999866,4.889999866,13.07253218,,
2020,Kenya,1878.580703,-2.535856123,27.35304927,0.7095631933,,,5.729000092,7.610467859,,
2020,Kiribati,1653.540297,-3.456358874,,1.328595576,,,,,,
2020,"Korea, Dem. People's Rep.",,,,,,,2.921000004,,,
2020,"Korea, Rep.",31631.46945,-0.9889011989,69.21552072,0.5631371656,36.13079246,3.930000067,3.930000067,24.81069263,,
2020,Kosovo,4346.637931,-4.620481386,75.60801713,5.1137627,26.58390267,26.17000008,,13.35206942,,
2020,Kuwait,24811.76971,-10.0427425,,-0.5946492742,,,3.539000034,6.607085674,,
2020,Kyrgyz Republic,1173.611304,-10.49368541,83.0101221,-5.190277036,32.53262139,5.75,8.706000328,17.00886362,,
2020,Lao PDR,2629.714583,-0.9626117138,,5.05788173,,,1.034000039,7.624202326,,
2020,Latvia,17726.25294,-2.99644879,119.4819859,2.800919673,25.22190868,8.100000381,8.100000381,10.84456884,,
2020,Lebanon,4649.547646,-21.11600443,45.5610232,9.014483824,2.470804993,,13.29699993,3.113351241,,
2020,Lesotho,875.353433,-10.33066867,152.5146389,1.576596173,,,24.56299973,16.04583341,,
2020,Liberia,632.9363856,-5.290585636,,2.716491672,,,3.980000019,,,
2020,Libya,3699.294765,-32.2381643,91.81127802,,,,20.06599998,,,
2020,Liechtenstein,,,,,,,,,,
2020,Lithuania,20233.64135,-0.1525500571,137.7171771,7.920132034,20.80489766,8.489999771,8.489999771,15.69968689,,
2020,Luxembourg,116014.6025,-3.683002994,376.2950351,84.7198091,21.22125432,6.769999981,6.769999981,4.62501933,,
2020,"Macao SAR, China",39403.13591,-54.64144697,121.2518957,-27.76494492,,2.569999933,2.569999933,0.8551440732,,
2020,Madagascar,471.4914963,-9.560812443,48.99329349,2.745595477,8.724885821,,2.473999977,9.721529046,,
2020,Malawi,636.8205368,-1.840967838,,0.371348224,,1.269999981,6.701000214,,,
2020,Malaysia,10412.34898,-6.860273427,116.4250444,1.279802999,23.96670949,4.539999962,4.504000187,22.27918156,,
2020,Maldives,6924.105745,-34.67909528,117.8898457,11.77501458,9.383621777,,6.328000069,2.485905714,,
2020,Mali,862.4530188,-4.126625763,64.86498176,1.764070905,,,7.696000099,6.786425649,,
2020,Malta,27884.64283,-10.75854707,271.546835,29.95135604,22.76816436,4.260000229,4.260000229,7.740707053,,
2020,Marshall Islands,4129.850998,-2.873387999,104.4603178,2.69499964,,,,3.436111238,,
2020,Mauritania,1701.991163,-4.382355251,91.06025778,11.72547081,33.24829517,,11.27000046,6.089224057,,
2020,Mauritius,8627.843157,-14.89663746,78.69660129,2.252082327,14.24523103,8.630000114,7.407000065,10.71139328,,
2020,Mexico,8329.271313,-9.274229118,78.19582163,2.89119596,23.70762742,4.449999809,4.449999809,17.27864014,,
2020,"Micronesia, Fed. Sts.",3565.293294,-2.798825118,88.59169204,,,,,0.4926312586,,
2020,Moldova,4547.059721,-5.389985281,75.68846594,1.321131095,16.75810232,3.819999933,3.819999933,10.4905179,,
2020,Monaco,173688.1894,-12.37565794,,,,,,,,
2020,Mongolia,4060.950518,-6.104430814,112.8386476,12.91307983,16.30696647,7.010000229,7.010000229,7.756164685,,
2020,Montenegro,7677.152226,-15.20847458,87.00602224,11.05568999,5.228905474,17.87999916,17.89999962,4.110353118,,
2020,Morocco,3058.691689,-7.426651489,77.48203109,1.536709779,26.86981813,,11.45400047,15.27111455,,
2020,Mozambique,448.5442807,-4.04435369,,22.73942971,,,3.809999943,8.119068752,,
2020,Myanmar,1467.604281,2.482839336,54.46802415,2.297013136,,,1.057999969,,,
2020,Namibia,4179.278066,-10.17075172,76.40599252,-1.533008009,16.2701228,,21.44599915,11.115939,,
2020,Nauru,10580.26819,0.4958846034,,,,,,,,
2020,Nepal,1155.142854,-3.8629877,40.64712458,0.3762238968,33.26590823,,4.723999977,4.441241747,,
2020,Netherlands,52397.11671,-4.329611883,145.3046201,-16.33956843,28.72632014,3.819999933,3.819999933,10.76584656,,
2020,New Caledonia,,,,,,,16.42900085,,,
2020,New Zealand,41441.46667,-0.2408007712,44.26477242,1.925736117,18.02717831,4.599999905,4.590000153,,,
2020,Nicaragua,1905.261152,-3.147036838,89.4744249,1.444360197,26.68415648,,6.078000069,12.88642349,,
2020,Niger,567.6698923,-0.2536154435,36.17637715,2.624580757,15.71070901,,0.6240000129,7.318952243,,
2020,Nigeria,2097.092473,-4.260113144,25.39978896,0.5517723819,22.87249375,,9.713999748,12.66726516,,
2020,North Macedonia,5917.262575,-5.018040513,129.0585985,0.06273615102,26.34292803,16.54999924,17.20000076,12.50086595,,
2020,Northern Mariana Islands,,,,,,,,,,
2020,Norway,67329.67779,-1.300000154,65.33047893,-1.050726853,31.95592579,4.420000076,4.420000076,6.509326328,,
2020,Oman,14485.38612,-5.696061103,81.04950425,3.865761901,9.04006399,2.940000057,2.940000057,7.976935518,,
2020,Pakistan,1188.859757,-2.875945615,27.47861541,0.8015688574,16.91184188,,4.302999973,11.46573689,,
2020,Palau,14243.86469,-10.19142496,,9.313154831,,,,1.008925107,,
2020,Panama,12509.83529,-19.24427647,74.07718534,-3.991946398,26.34747041,18.54999924,12.85400009,5.776713046,,
2020,Papua New Guinea,2757.21753,-5.343363388,,-3.79219818,,,2.595000029,,,
2020,Paraguay,5001.07276,-1.790980228,62.78144627,1.745602744,23.21774535,7.550000191,7.550000191,18.47710987,,
2020,Peru,6126.87454,-12.39213069,43.43672984,1.475116776,18.01378612,7.449999809,7.179999828,12.2015467,,
2020,Philippines,3298.829586,-10.78151355,58.17487007,1.821795668,24.8952663,2.519999981,2.519999981,17.67205735,,
2020,Poland,15720.99466,-2.502977768,105.5754697,2.91439661,20.1056948,3.160000086,3.160000086,16.02475828,,
2020,Portugal,22176.29671,-8.613931968,76.17667316,2.060247163,17.28761848,6.789999962,6.789999962,11.86209062,,
2020,Puerto Rico,32290.92114,-3.913534538,,,,,8.890000343,48.24289328,,
2020,Qatar,50124.38594,-5.197492282,90.01909489,-1.68550859,41.34434041,0.1400000006,0.2140000015,7.911260411,,
2020,Romania,12896.08862,-3.504430231,78.97916231,1.448408896,19.37437911,5.03000021,5.03000021,15.77672202,,
2020,Russian Federation,10126.72179,-2.771565332,46.08308009,0.6389500609,27.09825347,5.590000153,5.590000153,13.25577905,,
2020,Rwanda,797.8555207,-5.782522382,54.34366958,0.9668590665,11.95859092,16.54000092,1.485000014,9.002964075,,
2020,Samoa,4067.843459,-3.239176189,82.67362188,0.5483447632,,,9.149000168,5.445641661,,
2020,San Marino,,,,,,,,,,
2020,Sao Tome and Principe,2157.840446,1.155038083,,9.962094156,,,15.74600029,5.567562241,,
2020,Saudi Arabia,20110.31619,-5.608695316,50.60237975,0.7711866672,25.25566097,7.659999847,7.449999809,12.9655545,,
2020,Senegal,1471.830962,-1.213341926,56.09275302,6.007493235,,,3.622999907,13.99863479,,
2020,Serbia,7720.510572,-0.4139044681,104.7610251,6.535643779,20.60593175,9.010000229,9.010000229,13.27487798,,
2020,Seychelles,10764.42042,-11.5294348,175.0991744,16.5215944,17.87631152,4.309999943,,9.129409242,,
2020,Sierra Leone,509.376594,-3.981654333,51.55793775,8.581716962,,,5.195000172,1.884905711,,
2020,Singapore,59797.75218,-5.095470629,320.5635138,25.71927328,40.24143015,4.099999905,4.099999905,20.53550244,,
2020,Sint Maarten (Dutch part),,,,,,,,,,
2020,Slovak Republic,19266.51357,-4.440749635,169.9471737,-0.3143366055,18.17489508,6.690000057,6.690000057,17.53884776,,
2020,Slovenia,25517.33067,-4.764678903,146.5409109,0.9076004299,27.46406966,4.96999979,4.96999979,20.65930239,,
2020,Solomon Islands,2250.601164,-6.693315885,63.07001654,0.5808987757,7.16906195,,0.9160000086,,,
2020,Somalia,438.2551656,-0.4622947264,100.4409679,6.661607937,,,19.72299957,,,
2020,South Africa,5655.867654,-7.615875502,51.12684594,0.95400165,14.64908504,29.21999931,29.21999931,11.74350589,,
2020,South Sudan,,,,,,,14.02999973,,,
2020,Spain,27063.19392,-11.2335321,59.76872368,2.632521118,21.51214322,15.52999973,15.52999973,11.02689251,,
2020,Sri Lanka,3680.673477,-4.079409052,39.52337978,0.5377878783,23.86635037,5.199999809,5.877999783,16.20499573,,
2020,St. Kitts and Nevis,18437.74892,-14.97611328,,1.412464629,,,,5.069898036,,
2020,St. Lucia,8804.561048,-20.7352861,,2.171517997,,,16.8920002,3.837394382,,
2020,St. Martin (French part),,,,,,,,,,
2020,St. Vincent and the Grenadines,7278.016297,-3.561526318,,3.821793435,,,21.00200081,3.774917667,,
2020,Sudan,486.4188163,-5.906755904,0.7846308213,3.361320405,30.20570765,,19.64900017,,,
2020,Suriname,4916.605666,-16.66353165,,0.03605444775,,,9.777999878,22.04781895,,
2020,Sweden,52274.40879,-3.646997137,84.53333371,5.254051002,30.38580465,8.289999962,8.289999962,12.12338539,,
2020,Switzerland,87097.03645,-3.08915996,115.8893997,-34.20896307,31.32448194,4.820000172,4.820000172,18.13983247,,
2020,Syrian Arab Republic,,,,,,,10.25699997,,,
2020,Tajikistan,859.1379611,2.126594707,55.27150883,1.300132276,28.633104,,7.583000183,,,
2020,Tanzania,1076.469706,-0.9501765176,29.60425,1.097405659,33.92045147,,2.528000116,8.503654014,,
2020,Thailand,7186.874092,-6.333597892,97.99426511,-0.9658965093,27.74985316,1.100000024,1.100000024,25.23632198,,
2020,Timor-Leste,1442.730738,8.252053137,162.963395,3.805079919,10.48232032,,4.90500021,1.736880997,,
2020,Togo,914.9507925,-0.6608301908,52.94914395,8.442427516,,,3.944999933,14.38103974,,
2020,Tonga,4624.823449,-0.4880551089,81.23931229,0.8645927242,15.62008132,,3.628000021,5.614365195,,
2020,Trinidad and Tobago,15425.63511,-8.151679972,,-0.4751861381,,,4.56799984,,,
2020,Tunisia,3521.591948,-10.13443244,,1.422794499,,,16.59199905,13.54989904,,
2020,Turkey,8536.43332,0.6958731013,61.14060361,1.055621793,26.87662034,13.10999966,13.10999966,19.12745884,,
2020,Turkmenistan,,,,,,,4.951000214,,,
2020,Turks and Caicos Islands,23879.92665,-27.77377817,,3.290011692,,,,0.6704644148,,
2020,Tuvalu,4143.109753,3.187075984,,0.2046850349,,,,,,
2020,Uganda,822.0276815,-0.3604683677,37.00069239,2.323894357,22.21346452,,2.767999887,15.79525672,,
2020,Ukraine,3724.938437,-3.350528266,79.17539787,0.1954996632,11.64567648,9.479999542,9.131999969,10.10056624,,
2020,United Arab Emirates,36284.55524,-7.272172975,,5.540874712,,4.289999962,3.187999964,9.683773433,,
2020,United Kingdom,41059.16881,-9.906992784,56.10885394,1.125402101,14.02561823,,4.472000122,8.648937168,,
2020,United States,63593.44362,-3.742961512,23.37612746,1.008436489,19.24881986,8.050000191,8.050000191,,,
2020,Uruguay,15438.41167,-6.18382416,46.36830794,0.5641043472,16.36185587,10.47999954,10.35000038,10.29680073,,
2020,Uzbekistan,1750.697113,-0.2216462029,61.99237232,2.88922118,33.32980231,5.289999962,7.040999889,19.39076454,,
2020,Vanuatu,2870.0893,-9.019024219,61.67353239,2.791741188,44.58819414,,2.118999958,,,
2020,"Venezuela, RB",,,,,,7.53000021,6.626999855,,,
